Classe,FPR,TPR,AUC
Gryffindor,0.0,0.0,0.9885704140173374
Gryffindor,0.0,0.0032679738562091504,0.9885704140173374
Gryffindor,0.0,0.006535947712418301,0.9885704140173374
Gryffindor,0.0,0.00980392156862745,0.9885704140173374
Gryffindor,0.0,0.013071895424836602,0.9885704140173374
Gryffindor,0.0,0.016339869281045753,0.9885704140173374
Gryffindor,0.0,0.0196078431372549,0.9885704140173374
Gryffindor,0.0,0.02287581699346405,0.9885704140173374
Gryffindor,0.0,0.026143790849673203,0.9885704140173374
Gryffindor,0.0008488964346349745,0.026143790849673203,0.9885704140173374
Gryffindor,0.0008488964346349745,0.029411764705882353,0.9885704140173374
Gryffindor,0.0008488964346349745,0.032679738562091505,0.9885704140173374
Gryffindor,0.0008488964346349745,0.03594771241830065,0.9885704140173374
Gryffindor,0.0008488964346349745,0.0392156862745098,0.9885704140173374
Gryffindor,0.0008488964346349745,0.042483660130718956,0.9885704140173374
Gryffindor,0.0008488964346349745,0.0457516339869281,0.9885704140173374
Gryffindor,0.0008488964346349745,0.049019607843137254,0.9885704140173374
Gryffindor,0.0008488964346349745,0.05228758169934641,0.9885704140173374
Gryffindor,0.0008488964346349745,0.05555555555555555,0.9885704140173374
Gryffindor,0.0008488964346349745,0.058823529411764705,0.9885704140173374
Gryffindor,0.0008488964346349745,0.06209150326797386,0.9885704140173374
Gryffindor,0.0008488964346349745,0.06535947712418301,0.9885704140173374
Gryffindor,0.0008488964346349745,0.06862745098039216,0.9885704140173374
Gryffindor,0.0008488964346349745,0.0718954248366013,0.9885704140173374
Gryffindor,0.0008488964346349745,0.07516339869281045,0.9885704140173374
Gryffindor,0.0008488964346349745,0.0784313725490196,0.9885704140173374
Gryffindor,0.0008488964346349745,0.08169934640522876,0.9885704140173374
Gryffindor,0.0008488964346349745,0.08496732026143791,0.9885704140173374
Gryffindor,0.0008488964346349745,0.08823529411764706,0.9885704140173374
Gryffindor,0.0008488964346349745,0.0915032679738562,0.9885704140173374
Gryffindor,0.0008488964346349745,0.09477124183006536,0.9885704140173374
Gryffindor,0.0008488964346349745,0.09803921568627451,0.9885704140173374
Gryffindor,0.0008488964346349745,0.10130718954248366,0.9885704140173374
Gryffindor,0.0008488964346349745,0.10457516339869281,0.9885704140173374
Gryffindor,0.0008488964346349745,0.10784313725490197,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1111111111111111,0.9885704140173374
Gryffindor,0.0008488964346349745,0.11437908496732026,0.9885704140173374
Gryffindor,0.0008488964346349745,0.11764705882352941,0.9885704140173374
Gryffindor,0.0008488964346349745,0.12091503267973856,0.9885704140173374
Gryffindor,0.0008488964346349745,0.12418300653594772,0.9885704140173374
Gryffindor,0.0008488964346349745,0.12745098039215685,0.9885704140173374
Gryffindor,0.0008488964346349745,0.13071895424836602,0.9885704140173374
Gryffindor,0.0008488964346349745,0.13398692810457516,0.9885704140173374
Gryffindor,0.0008488964346349745,0.13725490196078433,0.9885704140173374
Gryffindor,0.0008488964346349745,0.14052287581699346,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1437908496732026,0.9885704140173374
Gryffindor,0.0008488964346349745,0.14705882352941177,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1503267973856209,0.9885704140173374
Gryffindor,0.0008488964346349745,0.15359477124183007,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1568627450980392,0.9885704140173374
Gryffindor,0.0008488964346349745,0.16013071895424835,0.9885704140173374
Gryffindor,0.0008488964346349745,0.16339869281045752,0.9885704140173374
Gryffindor,0.0008488964346349745,0.16666666666666666,0.9885704140173374
Gryffindor,0.0008488964346349745,0.16993464052287582,0.9885704140173374
Gryffindor,0.0008488964346349745,0.17320261437908496,0.9885704140173374
Gryffindor,0.0008488964346349745,0.17647058823529413,0.9885704140173374
Gryffindor,0.0008488964346349745,0.17973856209150327,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1830065359477124,0.9885704140173374
Gryffindor,0.0008488964346349745,0.18627450980392157,0.9885704140173374
Gryffindor,0.0008488964346349745,0.1895424836601307,0.9885704140173374
Gryffindor,0.0008488964346349745,0.19281045751633988,0.9885704140173374
Gryffindor,0.0008488964346349745,0.19607843137254902,0.9885704140173374
Gryffindor,0.0008488964346349745,0.19934640522875818,0.9885704140173374
Gryffindor,0.0008488964346349745,0.20261437908496732,0.9885704140173374
Gryffindor,0.0008488964346349745,0.20588235294117646,0.9885704140173374
Gryffindor,0.0008488964346349745,0.20915032679738563,0.9885704140173374
Gryffindor,0.0008488964346349745,0.21241830065359477,0.9885704140173374
Gryffindor,0.0008488964346349745,0.21568627450980393,0.9885704140173374
Gryffindor,0.0008488964346349745,0.21895424836601307,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2222222222222222,0.9885704140173374
Gryffindor,0.0008488964346349745,0.22549019607843138,0.9885704140173374
Gryffindor,0.0008488964346349745,0.22875816993464052,0.9885704140173374
Gryffindor,0.0008488964346349745,0.23202614379084968,0.9885704140173374
Gryffindor,0.0008488964346349745,0.23529411764705882,0.9885704140173374
Gryffindor,0.0008488964346349745,0.238562091503268,0.9885704140173374
Gryffindor,0.0008488964346349745,0.24183006535947713,0.9885704140173374
Gryffindor,0.0008488964346349745,0.24509803921568626,0.9885704140173374
Gryffindor,0.0008488964346349745,0.24836601307189543,0.9885704140173374
Gryffindor,0.0008488964346349745,0.25163398692810457,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2549019607843137,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2581699346405229,0.9885704140173374
Gryffindor,0.0008488964346349745,0.26143790849673204,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2647058823529412,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2679738562091503,0.9885704140173374
Gryffindor,0.0008488964346349745,0.27124183006535946,0.9885704140173374
Gryffindor,0.0008488964346349745,0.27450980392156865,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2777777777777778,0.9885704140173374
Gryffindor,0.0008488964346349745,0.28104575163398693,0.9885704140173374
Gryffindor,0.0008488964346349745,0.28431372549019607,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2875816993464052,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2908496732026144,0.9885704140173374
Gryffindor,0.0008488964346349745,0.29411764705882354,0.9885704140173374
Gryffindor,0.0008488964346349745,0.2973856209150327,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3006535947712418,0.9885704140173374
Gryffindor,0.0008488964346349745,0.30392156862745096,0.9885704140173374
Gryffindor,0.0008488964346349745,0.30718954248366015,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3104575163398693,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3137254901960784,0.9885704140173374
Gryffindor,0.0008488964346349745,0.31699346405228757,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3202614379084967,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3235294117647059,0.9885704140173374
Gryffindor,0.0008488964346349745,0.32679738562091504,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3300653594771242,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3333333333333333,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3366013071895425,0.9885704140173374
Gryffindor,0.0008488964346349745,0.33986928104575165,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3431372549019608,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3464052287581699,0.9885704140173374
Gryffindor,0.0008488964346349745,0.34967320261437906,0.9885704140173374
Gryffindor,0.0008488964346349745,0.35294117647058826,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3562091503267974,0.9885704140173374
Gryffindor,0.0008488964346349745,0.35947712418300654,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3627450980392157,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3660130718954248,0.9885704140173374
Gryffindor,0.0008488964346349745,0.369281045751634,0.9885704140173374
Gryffindor,0.0008488964346349745,0.37254901960784315,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3758169934640523,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3790849673202614,0.9885704140173374
Gryffindor,0.0008488964346349745,0.38235294117647056,0.9885704140173374
Gryffindor,0.0008488964346349745,0.38562091503267976,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3888888888888889,0.9885704140173374
Gryffindor,0.0008488964346349745,0.39215686274509803,0.9885704140173374
Gryffindor,0.0008488964346349745,0.3954248366013072,0.9885704140173374
Gryffindor,0.0008488964346349745,0.39869281045751637,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4019607843137255,0.9885704140173374
Gryffindor,0.0008488964346349745,0.40522875816993464,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4084967320261438,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4117647058823529,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4150326797385621,0.9885704140173374
Gryffindor,0.0008488964346349745,0.41830065359477125,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4215686274509804,0.9885704140173374
Gryffindor,0.0008488964346349745,0.42483660130718953,0.9885704140173374
Gryffindor,0.0008488964346349745,0.42810457516339867,0.9885704140173374
Gryffindor,0.0008488964346349745,0.43137254901960786,0.9885704140173374
Gryffindor,0.0008488964346349745,0.434640522875817,0.9885704140173374
Gryffindor,0.0008488964346349745,0.43790849673202614,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4411764705882353,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4444444444444444,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4477124183006536,0.9885704140173374
Gryffindor,0.0008488964346349745,0.45098039215686275,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4542483660130719,0.9885704140173374
Gryffindor,0.0008488964346349745,0.45751633986928103,0.9885704140173374
Gryffindor,0.0008488964346349745,0.46078431372549017,0.9885704140173374
Gryffindor,0.0008488964346349745,0.46405228758169936,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4673202614379085,0.9885704140173374
Gryffindor,0.0008488964346349745,0.47058823529411764,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4738562091503268,0.9885704140173374
Gryffindor,0.0008488964346349745,0.477124183006536,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4803921568627451,0.9885704140173374
Gryffindor,0.0008488964346349745,0.48366013071895425,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4869281045751634,0.9885704140173374
Gryffindor,0.0008488964346349745,0.49019607843137253,0.9885704140173374
Gryffindor,0.0008488964346349745,0.4934640522875817,0.9885704140173374
Gryffindor,0.0008488964346349745,0.49673202614379086,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5032679738562091,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5065359477124183,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5098039215686274,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5130718954248366,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5163398692810458,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5196078431372549,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5228758169934641,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5261437908496732,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5294117647058824,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5326797385620915,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5359477124183006,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5392156862745098,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5424836601307189,0.9885704140173374
Gryffindor,0.0008488964346349745,0.545751633986928,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5490196078431373,0.9885704140173374
Gryffindor,0.0008488964346349745,0.5522875816993464,0.9885704140173374
